OBJECTID,Shape,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD 
3205,"(833017.846, 1184140.6524999999)",52132,90365026,90365,26.0,"CL 51 70-29, Medellin",Reglamentaria,Destino-Origen,250VF_C,Villa Flora-Curazao,2A,Directa Centro,Palenque Robledal,833017.846,1184140.6525,-75.58621566,6.25925697
3206,"(832973.5691, 1182986.2532000002)",52133,90301013,90301,13.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,220,San Javier-Eduardo Santos-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3207,"(832973.5691, 1182986.2532000002)",52133,90305019,90305,19.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,222,San Javier Niza - Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3208,"(832973.5691, 1182986.2532000002)",52133,90294017,90294,17.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,201B,Corazón-Plaza Minorista,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3209,"(832973.5691, 1182986.2532000002)",52133,90297013,90297,13.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,202,Santa Mónica-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3210,"(832973.5691, 1182986.2532000002)",52133,90299016,90299,16.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,203 Belencito,Belencito-Corazón-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3211,"(832973.5691, 1182986.2532000002)",52133,90291015,90291,15.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,200,Barrio Cristóbal-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3212,"(832973.5691, 1182986.2532000002)",52133,90300018,90300,18.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,203 Corazón,Corazón-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3213,"(832973.5691, 1182986.2532000002)",52133,90303016,90303,16.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,221B,San Javier Derecho-Cuatro Esquinas-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3214,"(832973.5691, 1182986.2532000002)",52133,90326028,90326,28.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,C23_Alterna,San Cristóbal-La Asomadera-Centro,8A,Directa Centro,Tax Maya,832973.5691,1182986.2532,-75.58661525,6.24882064
3215,"(832973.5691, 1182986.2532000002)",52133,90327028,90327,28.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,C23,San Cristóbal-San Javier-La Loma-Centro,8A,Directa Centro,Tax Maya,832973.5691,1182986.2532,-75.58661525,6.24882064
3216,"(832973.5691, 1182986.2532000002)",52133,90302017,90302,17.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,221A,San Javier Derecho-La Caseta-Oriental,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3217,"(832973.5691, 1182986.2532000002)",52133,90014036,90014,36.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,832973.5691,1182986.2532,-75.58661525,6.24882064
3218,"(832973.5691, 1182986.2532000002)",52133,90001009,90001,9.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,303,Circular derecha 303,Circular Derecha 303,Circular,Coonatra,832973.5691,1182986.2532,-75.58661525,6.24882064
3219,"(832973.5691, 1182986.2532000002)",52133,90013036,90013,36.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,309,Ruta de la Salud izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,832973.5691,1182986.2532,-75.58661525,6.24882064
3220,"(832973.5691, 1182986.2532000002)",52133,90306019,90306,19.0,"CL 44 x CR 68, Medellin",Reglamentaria,Origen-Destino,223,San Javier La Loma-Minorista,8A,Directa Centro,Conducciones América,832973.5691,1182986.2532,-75.58661525,6.24882064
3221,"(832990.2875, 1181922.8879)",52134,90284014,90284,14.0,"CL 33 65C-145, Medellin",Reglamentaria,Origen-Destino,192,Laureles Nogal # 1,8A,Directa Centro,Autobuses Poblado Laureles,832990.2875,1181922.8879,-75.58646382,6.23920733
3222,"(832990.2875, 1181922.8879)",52134,90005020,90005,20.0,"CL 33 65C-145, Medellin",Reglamentaria,Origen-Destino,300,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,832990.2875,1181922.8879,-75.58646382,6.23920733
3223,"(832990.2875, 1181922.8879)",52134,90015016,90015,16.0,"CL 33 65C-145, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,832990.2875,1181922.8879,-75.58646382,6.23920733
3224,"(832990.2875, 1181922.8879)",52134,90367020,90367,20.0,"CL 33 65C-145, Medellin",Reglamentaria,Origen-Destino,300 DIR-80,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,832990.2875,1181922.8879,-75.58646382,6.23920733
3225,"(833012.9639, 1187113.5617)",52136,90096027,90096,27.0,"CL 80 86-28, Medellin",Reglamentaria,Destino-Origen,260i,Seminario integrada,2A,Integrada,Palenque Robledal,833012.9639,1187113.5617,-75.58626087,6.28613347
3226,"(833012.9639, 1187113.5617)",52136,90095039,90095,39.0,"CL 80 86-28, Medellin",Reglamentaria,Destino-Origen,260C,Córdoba,2A,Directa Centro,Palenque Robledal,833012.9639,1187113.5617,-75.58626087,6.28613347
3227,"(833012.9639, 1187113.5617)",52136,90098038,90098,38.0,"CL 80 86-28, Medellin",Reglamentaria,Destino-Origen,260T,Torres,2A,Directa Centro,Palenque Robledal,833012.9639,1187113.5617,-75.58626087,6.28613347
3228,"(833012.9639, 1187113.5617)",52136,90097036,90097,36.0,"CL 80 86-28, Medellin",Reglamentaria,Destino-Origen,260BR,Brisas,2A,Directa Centro,Palenque Robledal,833012.9639,1187113.5617,-75.58626087,6.28613347
3229,"(833031.4909000004, 1183539.9305)",52139,90015044,90015,44.0,"CL 48 x CR 68, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,833031.4909,1183539.9305,-75.58609217,6.25382617
3230,"(833043.1933000003, 1179572.6885000002)",52144,90004039,90004,39.0,"CR 65G x CL 10, Medellin",Reglamentaria,Destino-Origen,313,Terminal del Norte-Terminal del Sur,Circular 313,Circular,Combuses,833043.1933,1179572.6885,-75.58598501,6.21796044
3231,"(833043.3173, 1187783.3477)",52145,90094041,90094,41.0,"CR 88A x CL 84, Medellin",Reglamentaria,Destino-Origen,260CL,Clínica,2A,Directa Centro,Palenque Robledal,833043.3173,1187783.3477,-75.58598687,6.29218866
3232,"(833044.1911, 1187798.6054)",52146,90070005,90070,5.0,"CR 88A x CL 84, Medellin",Reglamentaria,Origen-Destino,250VF,Robledo Villa Flora,2A,Directa Centro,Palenque Robledal,833044.1911,1187798.6054,-75.58597898,6.2923266
3233,"(833044.1911, 1187798.6054)",52146,90094003,90094,3.0,"CR 88A x CL 84, Medellin",Reglamentaria,Origen-Destino,260CL,Clínica,2A,Directa Centro,Palenque Robledal,833044.1911,1187798.6054,-75.58597898,6.2923266
3234,"(833048.9058, 1186942.2245)",52148,90094009,90094,9.0,"CR 85A 79-116, Medellin",Reglamentaria,Origen-Destino,260CL,Clínica,2A,Directa Centro,Palenque Robledal,833048.9058,1186942.2245,-75.58593607,6.28458451
3235,"(833051.3107, 1181873.0443)",52150,90285017,90285,17.0,"CL 32F x CR 65D, Medellin",Reglamentaria,Origen-Destino,193,Laureles Nogal # 2,8A,Directa Centro,Autobuses Poblado Laureles,833051.3107,1181873.0443,-75.58591251,6.23875674
3236,"(833057.6104000004, 1186950.4046999998)",52151,90094035,90094,35.0,"CR 85A 79A-33, Medellin",Reglamentaria,Destino-Origen,260CL,Clínica,2A,Directa Centro,Palenque Robledal,833057.6104,1186950.4047,-75.58585743,6.28465847
3237,"(833063.9803, 1184477.0336)",52152,90067014,90067,14.0,"CL 55 x CR 70  , Medellin",Reglamentaria,Origen-Destino,250R,Robledales,2A,Directa Centro,Palenque Robledal,833063.9803,1184477.0336,-75.58579898,6.26229803
3238,"(833073.6235, 1184157.9394999999)",52155,90211034,90211,34.0,"CR 70 51-65, Medellin",Reglamentaria,Destino-Origen,42,Aranjuez intermedia,6B,Directa Centro,Transporte Aranjuez Santa Cruz,833073.6235,1184157.9395,-75.58571175,6.25941327
3239,"(833073.7863, 1185978.0696999999)",52156,90124016,90124,16.0,"CL 75 73C-41, Medellin",Reglamentaria,Origen-Destino,289,Pilarica Calle 96,2B,Directa Centro,Transporte Medellín Castilla ,833073.7863,1185978.0697,-75.58571093,6.27586811
3240,"(833076.0411000003, 1184051.0476000002)",52157,90011043,90011,43.0,"CL 50 69-88, Medellin",Reglamentaria,Destino-Origen,308,Ruta de la Salud derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,833076.0411,1184051.0476,-75.58568987,6.25844692
3241,"(833078.7885, 1182375.3493)",52158,90289020,90289,20.0,"CR 66B 36-30, Medellin",Reglamentaria,Origen-Destino,195i,Simón Bolívar-Unicentro-estación Santa Lucía,8A,Integrada,Tax Maya,833078.7885,1182375.3493,-75.58566445,6.24329782
3242,"(833078.7885, 1182375.3493)",52158,90282020,90282,20.0,"CR 66B 36-30, Medellin",Reglamentaria,Origen-Destino,190,Laureles Parque,8A,Directa Centro,Autobuses Poblado Laureles,833078.7885,1182375.3493,-75.58566445,6.24329782
3243,"(833078.7885, 1182375.3493)",52158,90143030,90143,30.0,"CR 66B 36-30, Medellin",Reglamentaria,Origen-Destino,172,Belén La Gloria,3A,Directa Centro,Cootrabel,833078.7885,1182375.3493,-75.58566445,6.24329782
3244,"(833086.1568, 1182420.7825)",52160,90289028,90289,28.0,"CR 66B x CL 37, Medellin",Reglamentaria,Destino-Origen,195i,Simón Bolívar-Unicentro-estación Santa Lucía,8A,Integrada,Tax Maya,833086.1568,1182420.7825,-75.5855979,6.24370856
3245,"(833086.1568, 1182420.7825)",52160,90143043,90143,43.0,"CR 66B x CL 37, Medellin",Reglamentaria,Destino-Origen,172,Belén La Gloria,3A,Directa Centro,Cootrabel,833086.1568,1182420.7825,-75.5855979,6.24370856
3246,"(833086.1568, 1182420.7825)",52160,90282038,90282,38.0,"CR 66B x CL 37, Medellin",Reglamentaria,Destino-Origen,190,Laureles Parque,8A,Directa Centro,Autobuses Poblado Laureles,833086.1568,1182420.7825,-75.5855979,6.24370856
3247,"(833095.6010000005, 1185984.4997)",52162,90124034,90124,34.0,"CL 75 73-72, Medellin",Reglamentaria,Destino-Origen,289,Pilarica Calle 96,2B,Directa Centro,Transporte Medellín Castilla ,833095.601,1185984.4997,-75.58551384,6.27592625
3248,"(833099.7798, 1177878.0517)",52165,90141041,90141,41.0,"CR 51 x CL 6, Medellin",Reglamentaria,Destino-Origen,170,Belén Las Playas,3A,Directa Centro,Cootrabel,833099.7798,1177878.0517,-75.58547322,6.20264014
3249,"(833115.8998, 1184236.4145)",52171,90285040,90285,40.0,"CR 70 52-49, Medellin",Reglamentaria,Destino-Origen,193,Laureles Nogal # 2,8A,Directa Centro,Autobuses Poblado Laureles,833115.8998,1184236.4145,-75.58532983,6.26012274
3250,"(833115.8998, 1184236.4145)",52171,90067015,90067,15.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,250R,Robledales,2A,Directa Centro,Palenque Robledal,833115.8998,1184236.4145,-75.58532983,6.26012274
3251,"(833115.8998, 1184236.4145)",52171,90082016,90082,16.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,255D,San Cristóbal -Conexión vial,2A,Directa Centro,Rápido San Cristóbal,833115.8998,1184236.4145,-75.58532983,6.26012274
3252,"(833115.8998, 1184236.4145)",52171,90283041,90283,41.0,"CR 70 52-49, Medellin",Reglamentaria,Destino-Origen,191,Laureles Éxito,8A,Directa Centro,Autobuses Poblado Laureles,833115.8998,1184236.4145,-75.58532983,6.26012274
3253,"(833115.8998, 1184236.4145)",52171,90086025,90086,25.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,255P,Palmitas-Centro,2A,Directa Centro,Rápido San Cristóbal,833115.8998,1184236.4145,-75.58532983,6.26012274
3254,"(833115.8998, 1184236.4145)",52171,90369033,90369,33.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,301 DIR-80,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,833115.8998,1184236.4145,-75.58532983,6.26012274
3255,"(833115.8998, 1184236.4145)",52171,90076017,90076,17.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,253D,Aures derecha,2A,Directa Centro,Palenque Robledal,833115.8998,1184236.4145,-75.58532983,6.26012274
3256,"(833115.8998, 1184236.4145)",52171,90006036,90006,36.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,301,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,833115.8998,1184236.4145,-75.58532983,6.26012274
3257,"(833115.8998, 1184236.4145)",52171,90077017,90077,17.0,"CR 70 52-49, Medellin",Reglamentaria,Origen-Destino,253I,Aures izquierda,2A,Directa Centro,Palenque Robledal,833115.8998,1184236.4145,-75.58532983,6.26012274
3258,"(833117.639, 1186706.5085)",52172,90099048,90099,48.0,"CR 80 79-65, Medellin",Reglamentaria,Destino-Origen,267,Éxito,2A,Directa Centro,Palenque Robledal,833117.639,1186706.5085,-75.58531498,6.28245356
3259,"(833117.639, 1186706.5085)",52172,90077039,90077,39.0,"CR 80 79-65, Medellin",Reglamentaria,Destino-Origen,253I,Aures izquierda,2A,Directa Centro,Palenque Robledal,833117.639,1186706.5085,-75.58531498,6.28245356
3260,"(833117.639, 1186706.5085)",52172,90080013,90080,13.0,"CR 80 79-65, Medellin",Reglamentaria,Origen-Destino,254,Picacho,2A,Directa Centro,Transporte Medellín Castilla ,833117.639,1186706.5085,-75.58531498,6.28245356
3261,"(833117.639, 1186706.5085)",52172,90076039,90076,39.0,"CR 80 79-65, Medellin",Reglamentaria,Destino-Origen,253D,Aures derecha,2A,Directa Centro,Palenque Robledal,833117.639,1186706.5085,-75.58531498,6.28245356
3262,"(833117.639, 1186706.5085)",52172,90014013,90014,13.0,"CR 80 79-65, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,833117.639,1186706.5085,-75.58531498,6.28245356
3263,"(833117.639, 1186706.5085)",52172,90078033,90078,33.0,"CR 80 79-65, Medellin",Reglamentaria,Destino-Origen,253iA,Robledo Aures integrada,2A,Integrada,Palenque Robledal,833117.639,1186706.5085,-75.58531498,6.28245356
3264,"(833117.639, 1186706.5085)",52172,90013013,90013,13.0,"CR 80 79-65, Medellin",Reglamentaria,Origen-Destino,309,Ruta de la Salud izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,833117.639,1186706.5085,-75.58531498,6.28245356
3265,"(833117.639, 1186706.5085)",52172,90124012,90124,12.0,"CR 80 79-65, Medellin",Reglamentaria,Origen-Destino,289,Pilarica Calle 96,2B,Directa Centro,Transporte Medellín Castilla ,833117.639,1186706.5085,-75.58531498,6.28245356
3266,"(833118.3579000001, 1186669.7778)",52173,90124038,90124,38.0,"DG 80 x CL 79  , Medellin",Reglamentaria,Destino-Origen,289,Pilarica Calle 96,2B,Directa Centro,Transporte Medellín Castilla ,833118.3579,1186669.7778,-75.58530848,6.28212149
3267,"(833118.3579000001, 1186669.7778)",52173,90080046,90080,46.0,"DG 80 x CL 79  , Medellin",Reglamentaria,Destino-Origen,254,Picacho,2A,Directa Centro,Transporte Medellín Castilla ,833118.3579,1186669.7778,-75.58530848,6.28212149
3268,"(833130.096, 1184296.0744)",52174,90076030,90076,30.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,253D,Aures derecha,2A,Directa Centro,Palenque Robledal,833130.096,1184296.0744,-75.58520159,6.2606621
3269,"(833130.096, 1184296.0744)",52174,90057026,90057,26.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,246,Blanquizal,2A,Directa Centro,Cootransblan,833130.096,1184296.0744,-75.58520159,6.2606621
3270,"(833130.096, 1184296.0744)",52174,90077030,90077,30.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,253I,Aures izquierda,2A,Directa Centro,Palenque Robledal,833130.096,1184296.0744,-75.58520159,6.2606621
3271,"(833130.096, 1184296.0744)",52174,90074029,90074,29.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,251,Margaritas,2A,Directa Centro,Palenque Robledal,833130.096,1184296.0744,-75.58520159,6.2606621
3272,"(833130.096, 1184296.0744)",52174,90079022,90079,22.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,253iAR,Robledo Aures integrada Ramal,2A,Integrada,Palenque Robledal,833130.096,1184296.0744,-75.58520159,6.2606621
3273,"(833130.096, 1184296.0744)",52174,90078024,90078,24.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,253iA,Robledo Aures integrada,2A,Integrada,Palenque Robledal,833130.096,1184296.0744,-75.58520159,6.2606621
3274,"(833130.096, 1184296.0744)",52174,90061024,90061,24.0,"CL 53 70-52, Medellin",Reglamentaria,Destino-Origen,246C,Blanquizal Calazanía,2A,Directa Centro,Cootransblan,833130.096,1184296.0744,-75.58520159,6.2606621
3275,"(833128.2893, 1177369.6940000001)",52177,90003024,90003,24.0,"CR 50FF x CL 10, Medellin",Reglamentaria,Origen-Destino,302,Circular izquierda 302,Circular Izquierda 302,Circular,Autobuses Poblado Laureles,833128.2893,1177369.694,-75.58521551,6.19804436
3276,"(833133.4220000004, 1186612.67)",52179,90106011,90106,11.0,"CL 78B x CR 75  , Medellin",Reglamentaria,Origen-Destino,254iB,Pilarica,2B,Integrada,Transporte Medellín Castilla ,833133.422,1186612.67,-75.58517235,6.28160522
3277,"(833145.6487000004, 1184593.9138)",52181,90086037,90086,37.0,"CL 65 x CR 70, Medellin",Reglamentaria,Destino-Origen,255P,Palmitas-Centro,2A,Directa Centro,Rápido San Cristóbal,833145.6487,1184593.9138,-75.58506118,6.26335471
3278,"(833145.6487000004, 1184593.9138)",52181,90082028,90082,28.0,"CL 65 x CR 70, Medellin",Reglamentaria,Destino-Origen,255D,San Cristóbal -Conexión vial,2A,Directa Centro,Rápido San Cristóbal,833145.6487,1184593.9138,-75.58506118,6.26335471
3279,"(833145.6487000004, 1184593.9138)",52181,90059021,90059,21.0,"CL 65 x CR 70, Medellin",Reglamentaria,Destino-Origen,246D,Blanquizal Calazanía directa,2A,Directa Centro,Cootransblan,833145.6487,1184593.9138,-75.58506118,6.26335471
3280,"(833145.6487000004, 1184593.9138)",52181,90099039,90099,39.0,"CL 65 x CR 70, Medellin",Reglamentaria,Destino-Origen,267,Éxito,2A,Directa Centro,Palenque Robledal,833145.6487,1184593.9138,-75.58506118,6.26335471
3281,"(833153.6746000006, 1177377.7308999998)",52184,90001035,90001,35.0,"CR 50FF x CL 10, Medellin",Reglamentaria,Destino-Origen,303,Circular derecha 303,Circular Derecha 303,Circular,Coonatra,833153.6746,1177377.7309,-75.58498619,6.19811702
3282,"(833157.5245000002, 1179924.5406)",52185,90010020,90010,20.0,"CR 65 16A-33, Medellin",Reglamentaria,Origen-Destino,305,Comercial Hotelera izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,833157.5245,1179924.5406,-75.58495229,6.22114138
3283,"(833161.7015, 1187517.847)",52186,90124009,90124,9.0,"CR 83 91C-03, Medellin",Reglamentaria,Origen-Destino,289,Pilarica Calle 96,2B,Directa Centro,Transporte Medellín Castilla ,833161.7015,1187517.847,-75.58491716,6.28978845
3284,"(833161.7015, 1187517.847)",52186,90126045,90126,45.0,"CR 83 91C-03, Medellin",Reglamentaria,Destino-Origen,306B,Derecha - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,833161.7015,1187517.847,-75.58491716,6.28978845
3285,"(833163.0435000001, 1187784.8058)",52188,90068034,90068,34.0,"TV 94A 83A-43, Medellin",Reglamentaria,Destino-Origen,250iVF,Villa Flora integrada,2A,Integrada,Palenque Robledal,833163.0435,1187784.8058,-75.58490513,6.29220189
3286,"(833163.3826000001, 1179433.2072)",52189,90009051,90009,51.0,"CL 10 x CR 59, Medellin",Reglamentaria,Destino-Origen,304,Comercial Hotelera derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,833163.3826,1179433.2072,-75.5848992,6.2166995
3287,"(833164.0855000002, 1184009.0628)",52190,90075032,90075,32.0,"CL 50 68-66, Medellin",Reglamentaria,Destino-Origen,252,Kennedy,2A,Directa Centro,Palenque Robledal,833164.0855,1184009.0628,-75.58489441,6.25806739
3288,"(833167.1084, 1187798.2728)",52192,90068001,90068,1.0,"CL 88 93-49, Medellin",Reglamentaria,Origen-Destino,250iVF,Villa Flora integrada,2A,Integrada,Palenque Robledal,833167.1084,1187798.2728,-75.58486841,6.29232364
3289,"(833167.9433, 1187380.7667)",52193,90126046,90126,46.0,"CL 91A 84-07, Medellin",Reglamentaria,Destino-Origen,306B,Derecha - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,833167.9433,1187380.7667,-75.58486072,6.28854918
