OBJECTID,Shape,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD 
9146,"(836030.7817000003, 1182081.4183)",53868,90198011,90198,11.0,"CL 45 36-69, Medellin",Reglamentaria,Destino-Origen,113M,Pablo E.,6A,Directa Centro,Flota la Milagrosa,836030.7817,1182081.4183,-75.55899542,6.24064092
9147,"(836030.7817000003, 1182081.4183)",53868,90197022,90197,22.0,"CL 45 36-69, Medellin",Reglamentaria,Destino-Origen,113B,Ávila,6A,Directa Centro,Flota la Milagrosa,836030.7817,1182081.4183,-75.55899542,6.24064092
9148,"(836030.7817000003, 1182081.4183)",53868,90183016,90183,16.0,"CL 45 36-69, Medellin",Reglamentaria,Origen-Destino,102,Ávila-Iglesia Cataluña,6A,Directa Centro,Cootranscataluña,836030.7817,1182081.4183,-75.55899542,6.24064092
9149,"(836030.7817000003, 1182081.4183)",53868,90184031,90184,31.0,"CL 45 36-69, Medellin",Reglamentaria,Destino-Origen,102D,Ávila-Iglesia Cataluña,6A,Directa Centro,Cootranscataluña,836030.7817,1182081.4183,-75.55899542,6.24064092
9150,"(836030.7817000003, 1182081.4183)",53868,90197007,90197,7.0,"CL 45 36-69, Medellin",Reglamentaria,Origen-Destino,113B,Ávila,6A,Directa Centro,Flota la Milagrosa,836030.7817,1182081.4183,-75.55899542,6.24064092
9151,"(836030.7817000003, 1182081.4183)",53868,90183033,90183,33.0,"CL 45 36-69, Medellin",Reglamentaria,Destino-Origen,102,Ávila-Iglesia Cataluña,6A,Directa Centro,Cootranscataluña,836030.7817,1182081.4183,-75.55899542,6.24064092
9152,"(836030.7817000003, 1182081.4183)",53868,90188014,90188,14.0,"CL 45 36-69, Medellin",Reglamentaria,Destino-Origen,110,La Milagrosa,6A,Directa No Centro,Flota la Milagrosa,836030.7817,1182081.4183,-75.55899542,6.24064092
9153,"(836036.9211000002, 1181685.3204)",53875,90191018,90191,18.0,"CL 41 33B-37, Medellin",Reglamentaria,Destino-Origen,111,El Salvador derecho,6A,Directa Centro,Flota la Milagrosa,836036.9211,1181685.3204,-75.55894,6.23706001
9154,"(836061.0094000001, 1181142.6299)",53887,90193017,90193,17.0,"CL 35 30-33, Medellin",Reglamentaria,Destino-Origen,111,El Salvador,6A,Directa Centro,Flota la Milagrosa,836061.0094,1181142.6299,-75.55872244,6.23215383
9155,"(836061.0094000001, 1181142.6299)",53887,90191003,90191,3.0,"CL 35 30-33, Medellin",Reglamentaria,Origen-Destino,111,El Salvador derecho,6A,Directa Centro,Flota la Milagrosa,836061.0094,1181142.6299,-75.55872244,6.23215383
9156,"(836061.0094000001, 1181142.6299)",53887,90193003,90193,3.0,"CL 35 30-33, Medellin",Reglamentaria,Origen-Destino,111,El Salvador,6A,Directa Centro,Flota la Milagrosa,836061.0094,1181142.6299,-75.55872244,6.23215383
9157,"(836061.0094000001, 1181142.6299)",53887,90343003,90343,3.0,"CL 35 30-33, Medellin",Reglamentaria,Origen-Destino,111,El Salvador Barrio Nacional,6A,Directa Centro,Flota la Milagrosa,836061.0094,1181142.6299,-75.55872244,6.23215383
9158,"(836091.2113, 1188915.0021000002)",53904,90114001,90114,1.0,"CL 109 63A-10, Medellin",Reglamentaria,Origen-Destino,263ii,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,836091.2113,1188915.0021,-75.55844873,6.30241973
9159,"(836110.8110999999, 1184486.9747000001)",53912,90238030,90238,30.0,"CR 48 66-09, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,836110.8111,1184486.9747,-75.55827215,6.26238828
9160,"(836125.7329999999, 1187082.7622)",53924,90205065,90205,65.0,"CL 94 x CR 50, Medellin",Reglamentaria,Destino-Origen,23,Popular N° 1,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836125.733,1187082.7622,-75.55813703,6.28585542
9161,"(836125.7329999999, 1187082.7622)",53924,90203060,90203,60.0,"CL 94 x CR 50, Medellin",Reglamentaria,Destino-Origen,22,Santa Cruz - Terminal,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836125.733,1187082.7622,-75.55813703,6.28585542
9162,"(836178.398, 1188148.4851000002)",53946,90202066,90202,66.0,"CR 50B 104A-20, Medellin",Reglamentaria,Destino-Origen,6,La Francia,6B,Directa Centro,Transconor,836178.398,1188148.4851,-75.55766107,6.29549005
9163,"(836184.3204000001, 1183148.8569)",53952,90008029,90008,29.0,"CL 57 39A-13, Medellin",Reglamentaria,Destino-Origen,311,Directa Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,836184.3204,1183148.8569,-75.55760819,6.25029105
9164,"(836937.1237, 1182307.087)",54364,90272027,90272,27.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,95,Villatina  ,6H,Directa Centro,Copatra,836937.1237,1182307.087,-75.55080729,6.24268092
9165,"(836937.1237, 1182307.087)",54364,90281028,90281,28.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,107,San Antonio,6H,Directa Centro,Cootransvi,836937.1237,1182307.087,-75.55080729,6.24268092
9166,"(836937.1237, 1182307.087)",54364,90271032,90271,32.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,95,Perlas Minorista,6H,Directa Centro,Copatra,836937.1237,1182307.087,-75.55080729,6.24268092
9167,"(836937.1237, 1182307.087)",54364,90278025,90278,25.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,107,Perlas,6H,Directa Centro,Cootransvi,836937.1237,1182307.087,-75.55080729,6.24268092
9168,"(836937.1237, 1182307.087)",54364,90280024,90280,24.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,107,Ratón Pelao,6H,Directa Centro,Cootransvi,836937.1237,1182307.087,-75.55080729,6.24268092
9169,"(836937.1237, 1182307.087)",54364,90359032,90359,32.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,107,Raton Pelao Minorista,6H,Directa Centro,Cootransvi,836937.1237,1182307.087,-75.55080729,6.24268092
9170,"(836937.1237, 1182307.087)",54364,90279034,90279,34.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,836937.1237,1182307.087,-75.55080729,6.24268092
9171,"(836937.1237, 1182307.087)",54364,90273030,90273,30.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,95,Villatina Minorista,6H,Directa Centro,Copatra,836937.1237,1182307.087,-75.55080729,6.24268092
9172,"(836937.1237, 1182307.087)",54364,90270029,90270,29.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,95,Perlas,6H,Directa Centro,Copatra,836937.1237,1182307.087,-75.55080729,6.24268092
9173,"(836937.1237, 1182307.087)",54364,90357033,90357,33.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,107 ,Perlas Minorista,6H,Directa Centro,Cootransvi,836937.1237,1182307.087,-75.55080729,6.24268092
9174,"(836937.1237, 1182307.087)",54364,90269022,90269,22.0,"CL 52 x CR 28A, Medellin",Reglamentaria,Destino-Origen,94,Santa Lucía,6H,Directa Centro,Copatra,836937.1237,1182307.087,-75.55080729,6.24268092
9175,"(836975.6356, 1187962.1265000002)",54377,90218040,90218,40.0,"CR 43B 104-27, Medellin",Reglamentaria,Destino-Origen,37 - 39,Ferrocarril Minorista,6C,Directa Centro,Autocol,836975.6356,1187962.1265,-75.55045796,6.29380513
9176,"(836975.6356, 1187962.1265000002)",54377,90219033,90219,33.0,"CR 43B 104-27, Medellin",Reglamentaria,Destino-Origen,37 - 39,Villanueva,6C,Directa Centro,Autocol,836975.6356,1187962.1265,-75.55045796,6.29380513
9177,"(836975.6356, 1187962.1265000002)",54377,90217037,90217,37.0,"CR 43B 104-27, Medellin",Reglamentaria,Destino-Origen,37 - 39,Hueco,6C,Directa Centro,Autocol,836975.6356,1187962.1265,-75.55045796,6.29380513
9178,"(837020.3426000001, 1181811.3827)",54403,90174021,90174,21.0,"CL 48 x CR 25, Medellin",Reglamentaria,Destino-Origen,096 Horario Esp,Buenos Aires,6A,Directa Centro,Flota la V,837020.3426,1181811.3827,-75.5500556,6.2381995
9179,"(837020.3426000001, 1181811.3827)",54403,90173020,90173,20.0,"CL 48 x CR 25, Medellin",Reglamentaria,Destino-Origen,96,Buenos Aires,6A,Directa Centro,Flota la V,837020.3426,1181811.3827,-75.5500556,6.2381995
9180,"(837020.3426000001, 1181811.3827)",54403,90180035,90180,35.0,"CL 48 x CR 25, Medellin",Reglamentaria,Destino-Origen,99,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,837020.3426,1181811.3827,-75.5500556,6.2381995
9181,"(837020.3426000001, 1181811.3827)",54403,90181037,90181,37.0,"CL 48 x CR 25, Medellin",Reglamentaria,Destino-Origen,099 Horario Esp,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,837020.3426,1181811.3827,-75.5500556,6.2381995
9182,"(837030.6405, 1181932.1387)",54411,90180034,90180,34.0,"CL 49 26-47, Medellin",Reglamentaria,Destino-Origen,99,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,837030.6405,1181932.1387,-75.54996253,6.23929119
9183,"(837030.6405, 1181932.1387)",54411,90181036,90181,36.0,"CL 49 26-47, Medellin",Reglamentaria,Destino-Origen,099 Horario Esp,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,837030.6405,1181932.1387,-75.54996253,6.23929119
9184,"(837111.2044, 1181470.7785)",54436,90176012,90176,12.0,"CL 45 21-12, Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,837111.2044,1181470.7785,-75.54923483,6.23512025
9185,"(837111.2044, 1181470.7785)",54436,90175012,90175,12.0,"CL 45 21-12, Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,837111.2044,1181470.7785,-75.54923483,6.23512025
9186,"(837121.5982, 1189010.943)",54444,90207001,90207,1.0,"CL 120 46-80, Medellin",Reglamentaria,Origen-Destino,24,Playón de los Comuneros - Oriental,6B,Directa Centro,Transporte Aranjuez Santa Cruz,837121.5982,1189010.943,-75.54913888,6.30328689
9187,"(837121.5982, 1189010.943)",54444,90205081,90205,81.0,"CL 120 46-80, Medellin",Reglamentaria,Destino-Origen,23,Popular N° 1,6B,Directa Centro,Transporte Aranjuez Santa Cruz,837121.5982,1189010.943,-75.54913888,6.30328689
9188,"(837121.5982, 1189010.943)",54444,90206001,90206,1.0,"CL 120 46-80, Medellin",Reglamentaria,Origen-Destino,24,Playón de los Comuneros,6B,Directa Centro,Transporte Aranjuez Santa Cruz,837121.5982,1189010.943,-75.54913888,6.30328689
9189,"(837130.9049, 1185204.2786)",54457,90235043,90235,43.0,"CR 39 72-92, Medellin",Reglamentaria,Destino-Origen,56,La Esperanza,6E,Directa Centro,Cootranscol,837130.9049,1185204.2786,-75.54905583,6.26887285
9190,"(837130.9049, 1185204.2786)",54457,90237033,90237,33.0,"CR 39 72-92, Medellin",Reglamentaria,Destino-Origen,60,Santo Domingo,6E,Directa Centro,Cootranscol,837130.9049,1185204.2786,-75.54905583,6.26887285
9191,"(837130.9049, 1185204.2786)",54457,90238045,90238,45.0,"CR 39 72-92, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,837130.9049,1185204.2786,-75.54905583,6.26887285
9192,"(837130.9049, 1185204.2786)",54457,90236060,90236,60.0,"CR 39 72-92, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,837130.9049,1185204.2786,-75.54905583,6.26887285
9193,"(837174.6631, 1183349.2110000001)",54464,90244003,90244,3.0,"CL 59C 27B-10, Medellin",Reglamentaria,Origen-Destino,91,Llanadas,6F,Directa Centro,Copatra,837174.6631,1183349.211,-75.54866101,6.25210215
9194,"(837274.6137, 1185861.5573)",54542,90237011,90237,11.0,"CR 39 83-49, Medellin",Reglamentaria,Origen-Destino,60,Santo Domingo,6E,Directa Centro,Cootranscol,837274.6137,1185861.5573,-75.54775728,6.27481491
9195,"(837274.6137, 1185861.5573)",54542,90236033,90236,33.0,"CR 39 83-49, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,837274.6137,1185861.5573,-75.54775728,6.27481491
9196,"(837274.6137, 1185861.5573)",54542,90235021,90235,21.0,"CR 39 83-49, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,837274.6137,1185861.5573,-75.54775728,6.27481491
9197,"(837294.7197, 1181591.9454)",54551,90180038,90180,38.0,"CL 46 x CR 20A  , Medellin",Reglamentaria,Destino-Origen,99,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,837294.7197,1181591.9454,-75.54757689,6.23621561
9198,"(837294.7197, 1181591.9454)",54551,90179017,90179,17.0,"CL 46 x CR 20A  , Medellin",Reglamentaria,Destino-Origen,97,Quintalinda-El Vergel,6A,Directa No Centro,Flota la V,837294.7197,1181591.9454,-75.54757689,6.23621561
9199,"(837294.7197, 1181591.9454)",54551,90181040,90181,40.0,"CL 46 x CR 20A  , Medellin",Reglamentaria,Destino-Origen,099 Horario Esp,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,837294.7197,1181591.9454,-75.54757689,6.23621561
9200,"(837377.2573, 1182466.4887)",54573,90271012,90271,12.0,"CL 56 x CR 25AA, Medellin",Reglamentaria,Origen-Destino,95,Perlas Minorista,6H,Directa Centro,Copatra,837377.2573,1182466.4887,-75.54683097,6.24412187
9201,"(837377.2573, 1182466.4887)",54573,90270012,90270,12.0,"CL 56 x CR 25AA, Medellin",Reglamentaria,Origen-Destino,95,Perlas,6H,Directa Centro,Copatra,837377.2573,1182466.4887,-75.54683097,6.24412187
9202,"(837392.5019000001, 1181467.6367000001)",54584,90175010,90175,10.0,"CL 46 x  16E  , Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,837392.5019,1181467.6367,-75.54669355,6.23509177
9203,"(837392.5019000001, 1181467.6367000001)",54584,90176010,90176,10.0,"CL 46 x  16E  , Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,837392.5019,1181467.6367,-75.54669355,6.23509177
9204,"(837197.9578000001, 1184654.4608)",54485,90228018,90228,18.0,"CR 36A 69-10, Medellin",Reglamentaria,Destino-Origen,080 V-O,Villa Hermosa - La Mansión-Directa Oriental,6D,Directa Centro,Flota Nueva Villa,837197.9578,1184654.4608,-75.54845019,6.26390222
9205,"(837197.9578000001, 1184654.4608)",54485,90229020,90229,20.0,"CR 36A 69-10, Medellin",Reglamentaria,Destino-Origen,81,Villa Hermosa - Derecho,6D,Directa Centro,Flota Nueva Villa,837197.9578,1184654.4608,-75.54845019,6.26390222
9206,"(837197.9578000001, 1184654.4608)",54485,90226022,90226,22.0,"CR 36A 69-10, Medellin",Reglamentaria,Destino-Origen,080 V-33,Villa Hermosa - La Mansión-Directa La 33,6D,Directa Centro,Flota Nueva Villa,837197.9578,1184654.4608,-75.54845019,6.26390222
9207,"(837197.9578000001, 1184654.4608)",54485,90230023,90230,23.0,"CR 36A 69-10, Medellin",Reglamentaria,Destino-Origen,082 V-LA,Villa Hermosa - Los Ángeles,6D,Directa Centro,Flota Nueva Villa,837197.9578,1184654.4608,-75.54845019,6.26390222
9208,"(837197.9578000001, 1184654.4608)",54485,90231019,90231,19.0,"CR 36A 69-10, Medellin",Reglamentaria,Destino-Origen,082 V-LAD,Villa Hermosa - Los Ángeles - Directa,6D,Directa Centro,Flota Nueva Villa,837197.9578,1184654.4608,-75.54845019,6.26390222
9209,"(837197.9578000001, 1184654.4608)",54485,90227020,90227,20.0,"CR 36A 69-10, Medellin",Reglamentaria,Destino-Origen,080 V-M,Villa Hermosa - La Mansión,6D,Directa Centro,Flota Nueva Villa,837197.9578,1184654.4608,-75.54845019,6.26390222
9210,"(837206.4373000001, 1185624.1838000002)",54492,90238023,90238,23.0,"CL 81 38A-24, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,837206.4373,1185624.1838,-75.5483733,6.27266897
9211,"(831430.596, 1181868.4992)",55270,90287032,90287,32.0,,Reglamentaria,Destino-Origen,193ii,Estadio-Laureles Santa Teresita,8A,Integrada,Autobuses Poblado Laureles,831430.596,1181868.4992,-75.60055433,6.23871486
9212,"(837226.5455000001, 1184401.2137)",54505,90232016,90232,16.0,"CR 36A 66G-47, Medellin",Reglamentaria,Origen-Destino,085,La Honda,6D,Directa Centro,Cootracovi,837226.5455,1184401.2137,-75.54819198,6.26161274
9213,"(837226.5455000001, 1184401.2137)",54505,90337016,90337,16.0,"CR 36A 66G-47, Medellin",Reglamentaria,Origen-Destino,085 L H MINO,La Honda Minorista,6D,Directa Centro,Cootracovi,837226.5455,1184401.2137,-75.54819198,6.26161274
9214,"(837226.5455000001, 1184401.2137)",54505,90335008,90335,8.0,"CR 36A 66G-47, Medellin",Reglamentaria,Origen-Destino,085 L C,La Cruz,6D,Directa Centro,Cootracovi,837226.5455,1184401.2137,-75.54819198,6.26161274
9215,"(837258.9655, 1188090.6872)",54526,90219004,90219,4.0,"CR 42B x CL 107  , Medellin",Reglamentaria,Origen-Destino,37 - 39,Villanueva,6C,Directa Centro,Autocol,837258.9655,1188090.6872,-75.547898,6.2949673
9216,"(837258.9655, 1188090.6872)",54526,90217004,90217,4.0,"CR 42B x CL 107  , Medellin",Reglamentaria,Origen-Destino,37 - 39,Hueco,6C,Directa Centro,Autocol,837258.9655,1188090.6872,-75.547898,6.2949673
9217,"(837258.9655, 1188090.6872)",54526,90218004,90218,4.0,"CR 42B x CL 107  , Medellin",Reglamentaria,Origen-Destino,37 - 39,Ferrocarril Minorista,6C,Directa Centro,Autocol,837258.9655,1188090.6872,-75.547898,6.2949673
9218,"(836583.2049000001, 1184530.0706000002)",54197,90236039,90236,39.0,"CL 67 43-26, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,836583.2049,1184530.0706,-75.55400426,6.26277781
9219,"(836583.2049000001, 1184530.0706000002)",54197,90238028,90238,28.0,"CL 67 43-26, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,836583.2049,1184530.0706,-75.55400426,6.26277781
9220,"(836583.2049000001, 1184530.0706000002)",54197,90237017,90237,17.0,"CL 67 43-26, Medellin",Reglamentaria,Origen-Destino,60,Santo Domingo,6E,Directa Centro,Cootranscol,836583.2049,1184530.0706,-75.55400426,6.26277781
9221,"(836583.2049000001, 1184530.0706000002)",54197,90235027,90235,27.0,"CL 67 43-26, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,836583.2049,1184530.0706,-75.55400426,6.26277781
9222,"(836598.3288000001, 1182338.8399)",54205,90281027,90281,27.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,107,San Antonio,6H,Directa Centro,Cootransvi,836598.3288,1182338.8399,-75.55386804,6.24296805
9223,"(836598.3288000001, 1182338.8399)",54205,90270028,90270,28.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,95,Perlas,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9224,"(836598.3288000001, 1182338.8399)",54205,90280023,90280,23.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,107,Ratón Pelao,6H,Directa Centro,Cootransvi,836598.3288,1182338.8399,-75.55386804,6.24296805
9225,"(836598.3288000001, 1182338.8399)",54205,90268026,90268,26.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9226,"(836598.3288000001, 1182338.8399)",54205,90359031,90359,31.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,107,Raton Pelao Minorista,6H,Directa Centro,Cootransvi,836598.3288,1182338.8399,-75.55386804,6.24296805
9227,"(836598.3288000001, 1182338.8399)",54205,90271031,90271,31.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,95,Perlas Minorista,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9228,"(836598.3288000001, 1182338.8399)",54205,90267026,90267,26.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,93,Caicedo,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9229,"(836598.3288000001, 1182338.8399)",54205,90266026,90266,26.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9230,"(836598.3288000001, 1182338.8399)",54205,90269021,90269,21.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,94,Santa Lucía,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9231,"(836598.3288000001, 1182338.8399)",54205,90357032,90357,32.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,107 ,Perlas Minorista,6H,Directa Centro,Cootransvi,836598.3288,1182338.8399,-75.55386804,6.24296805
9232,"(836598.3288000001, 1182338.8399)",54205,90278024,90278,24.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,107,Perlas,6H,Directa Centro,Cootransvi,836598.3288,1182338.8399,-75.55386804,6.24296805
9233,"(836598.3288000001, 1182338.8399)",54205,90272026,90272,26.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,95,Villatina  ,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9234,"(836598.3288000001, 1182338.8399)",54205,90273029,90273,29.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,95,Villatina Minorista,6H,Directa Centro,Copatra,836598.3288,1182338.8399,-75.55386804,6.24296805
9235,"(836598.3288000001, 1182338.8399)",54205,90279033,90279,33.0,"CL 51 32-21, Medellin",Reglamentaria,Destino-Origen,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,836598.3288,1182338.8399,-75.55386804,6.24296805
9236,"(836626.9802000001, 1188423.3366999999)",54219,90202001,90202,1.0,"CR 49A 107-60, Medellin",Reglamentaria,Origen-Destino,6,La Francia,6B,Directa Centro,Transconor,836626.9802,1188423.3367,-75.55360801,6.29797477
9237,"(836640.9812000002, 1183036.7160999998)",54232,90252020,90252,20.0,"CL 58 35-45, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,836640.9812,1183036.7161,-75.55348257,6.24927717
9238,"(836705.0564, 1189143.7746000001)",54263,90206074,90206,74.0,"CR 50A x CL 118, Medellin",Reglamentaria,Destino-Origen,24,Playón de los Comuneros,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836705.0564,1189143.7746,-75.55290243,6.30448785
9239,"(836705.0564, 1189143.7746000001)",54263,90207074,90207,74.0,"CR 50A x CL 118, Medellin",Reglamentaria,Destino-Origen,24,Playón de los Comuneros - Oriental,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836705.0564,1189143.7746,-75.55290243,6.30448785
9240,"(836739.5929000002, 1182817.4345)",54289,90244006,90244,6.0,"CL 57 33-20, Medellin",Reglamentaria,Origen-Destino,91,Llanadas,6F,Directa Centro,Copatra,836739.5929,1182817.4345,-75.55259172,6.24729475
9241,"(836792.073, 1184062.4131)",54313,90229018,90229,18.0,"CL 66 39A-51, Medellin",Reglamentaria,Destino-Origen,81,Villa Hermosa - Derecho,6D,Directa Centro,Flota Nueva Villa,836792.073,1184062.4131,-75.55211733,6.25854993
9242,"(836792.073, 1184062.4131)",54313,90232034,90232,34.0,"CL 66 39A-51, Medellin",Reglamentaria,Destino-Origen,085,La Honda,6D,Directa Centro,Cootracovi,836792.073,1184062.4131,-75.55211733,6.25854993
9243,"(836792.073, 1184062.4131)",54313,90337030,90337,30.0,"CL 66 39A-51, Medellin",Reglamentaria,Destino-Origen,085 L H MINO,La Honda Minorista,6D,Directa Centro,Cootracovi,836792.073,1184062.4131,-75.55211733,6.25854993
9244,"(836792.073, 1184062.4131)",54313,90335026,90335,26.0,"CL 66 39A-51, Medellin",Reglamentaria,Destino-Origen,085 L C,La Cruz,6D,Directa Centro,Cootracovi,836792.073,1184062.4131,-75.55211733,6.25854993
9245,"(836817.1354, 1186010.1927)",54322,90209036,90209,36.0,"CR 43A 84-14, Medellin",Reglamentaria,Destino-Origen,041D,Aranjuez anillo derecha,6B,Directa Centro,Transporte Aranjuez Santa Cruz ,836817.1354,1186010.1927,-75.55189047,6.27615877
9246,"(836861.1301, 1183006.9594999999)",54333,90243025,90243,25.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,91,Alcázares de Sucre,6F,Directa Centro,Copatra,836861.1301,1183006.9595,-75.55149367,6.24900811
9247,"(836861.1301, 1183006.9594999999)",54333,90239018,90239,18.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,836861.1301,1183006.9595,-75.55149367,6.24900811
9248,"(836861.1301, 1183006.9594999999)",54333,90247017,90247,17.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas,6F,Directa Centro,Cootransmallat,836861.1301,1183006.9595,-75.55149367,6.24900811
9249,"(836861.1301, 1183006.9594999999)",54333,90249011,90249,11.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas - Minorista,6F,Directa Centro,Cootransmallat,836861.1301,1183006.9595,-75.55149367,6.24900811
9250,"(836861.1301, 1183006.9594999999)",54333,90241020,90241,20.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,88,Pinar Torres,6F,Directa Centro,Cootranspinal,836861.1301,1183006.9595,-75.55149367,6.24900811
9251,"(836861.1301, 1183006.9594999999)",54333,90251016,90251,16.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas horario nocturno,6F,Directa Centro,Cootransmallat,836861.1301,1183006.9595,-75.55149367,6.24900811
9252,"(836861.1301, 1183006.9594999999)",54333,90250011,90250,11.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas horario especial,6F,Directa Centro,Cootransmallat,836861.1301,1183006.9595,-75.55149367,6.24900811
9253,"(836861.1301, 1183006.9594999999)",54333,90242023,90242,23.0,"CL 58 31-29, Medellin",Reglamentaria,Destino-Origen,90,Pinal,6F,Directa Centro,Copatra,836861.1301,1183006.9595,-75.55149367,6.24900811
9254,"(836881.6366, 1181078.8950999998)",54341,90184021,90184,21.0,"CL 40 x CR 23, Medellin",Reglamentaria,Destino-Origen,102D,Ávila-Iglesia Cataluña,6A,Directa Centro,Cootranscataluña,836881.6366,1181078.8951,-75.55130886,6.2315775
9255,"(836881.6366, 1181078.8950999998)",54341,90183022,90183,22.0,"CL 40 x CR 23, Medellin",Reglamentaria,Destino-Origen,102,Ávila-Iglesia Cataluña,6A,Directa Centro,Cootranscataluña,836881.6366,1181078.8951,-75.55130886,6.2315775
9256,"(836881.6366, 1181078.8950999998)",54341,90199026,90199,26.0,"CL 40 x CR 23, Medellin",Reglamentaria,Destino-Origen,113,Ávila - Cataluña,6A,Directa Centro,Flota la Milagrosa,836881.6366,1181078.8951,-75.55130886,6.2315775
